JURIS_NAME,YEAR,total_proposed_units,total_approved_units,total_disapproved_units,total_building_permits,total_completed_units,total_affordable_permits,total_market_rate_permits
HESPERIA,2018,115.0,123.0,0.0,448.0,0.0,229.0,219.0
HESPERIA,2019,193.0,7.0,0.0,358.0,0.0,178.0,180.0
HESPERIA,2020,115.0,36.0,0.0,298.0,0.0,162.0,136.0
HESPERIA,2021,312.0,97.0,0.0,356.0,0.0,121.0,235.0
HESPERIA,2022,379.0,379.0,0.0,255.0,0.0,12.0,243.0
HESPERIA,2023,712.0,620.0,0.0,408.0,267.0,28.0,380.0
HESPERIA,2024,469.0,341.0,0.0,492.0,291.0,18.0,474.0
HESPERIA,2025,403.0,385.0,0.0,564.0,483.0,32.0,532.0
HIDDEN HILLS,2018,0.0,0.0,0.0,0.0,1.0,0.0,0.0
HIDDEN HILLS,2019,0.0,0.0,0.0,10.0,6.0,0.0,10.0
HIDDEN HILLS,2020,0.0,0.0,0.0,3.0,11.0,0.0,3.0
HIDDEN HILLS,2021,11.0,1.0,0.0,7.0,0.0,0.0,7.0
HIDDEN HILLS,2022,20.0,10.0,0.0,21.0,2.0,5.0,16.0
HIDDEN HILLS,2023,16.0,0.0,0.0,22.0,12.0,7.0,15.0
HIDDEN HILLS,2024,8.0,8.0,0.0,13.0,13.0,4.0,9.0
HIDDEN HILLS,2025,0.0,0.0,0.0,9.0,13.0,0.0,9.0
HIGHLAND,2018,55.0,0.0,55.0,17.0,19.0,0.0,17.0
HIGHLAND,2019,12.0,8.0,0.0,22.0,14.0,4.0,18.0
HIGHLAND,2020,212.0,212.0,0.0,9.0,13.0,9.0,0.0
HIGHLAND,2021,271.0,265.0,0.0,250.0,8.0,233.0,17.0
HIGHLAND,2022,666.0,666.0,0.0,71.0,90.0,25.0,46.0
HIGHLAND,2023,587.0,586.0,0.0,310.0,80.0,236.0,74.0
HIGHLAND,2024,854.0,225.0,0.0,74.0,301.0,24.0,50.0
HIGHLAND,2025,253.0,32.0,0.0,354.0,71.0,352.0,2.0
HILLSBOROUGH,2018,0.0,0.0,0.0,16.0,0.0,13.0,3.0
HILLSBOROUGH,2020,62.0,28.0,0.0,25.0,4.0,22.0,3.0
HILLSBOROUGH,2021,90.0,53.0,0.0,64.0,17.0,55.0,9.0
HILLSBOROUGH,2022,0.0,0.0,0.0,85.0,1.0,72.0,13.0
HILLSBOROUGH,2023,66.0,40.0,0.0,51.0,7.0,35.0,16.0
HILLSBOROUGH,2024,65.0,59.0,0.0,52.0,48.0,39.0,13.0
HOLLISTER,2018,1795.0,1795.0,0.0,311.0,311.0,15.0,296.0
HOLLISTER,2019,42.0,42.0,0.0,413.0,403.0,130.0,283.0
HOLLISTER,2020,124.0,58.0,0.0,298.0,212.0,0.0,298.0
HOLLISTER,2021,632.0,294.0,53.0,392.0,388.0,0.0,392.0
HOLLISTER,2022,100.0,97.0,3.0,235.0,254.0,0.0,235.0
HOLLISTER,2023,711.0,478.0,22.0,227.0,157.0,11.0,216.0
HOLLISTER,2024,163.0,163.0,0.0,122.0,233.0,21.0,101.0
HOLLISTER,2025,102.0,38.0,6.0,166.0,162.0,1.0,165.0
HOLTVILLE,2019,32.0,0.0,0.0,46.0,0.0,46.0,0.0
HOLTVILLE,2020,45.0,1.0,0.0,1.0,0.0,1.0,0.0
HOLTVILLE,2021,8.0,5.0,0.0,6.0,0.0,6.0,0.0
HOLTVILLE,2022,6.0,0.0,0.0,1.0,0.0,1.0,0.0
HOLTVILLE,2023,2.0,2.0,0.0,35.0,0.0,33.0,2.0
HOLTVILLE,2024,51.0,51.0,0.0,95.0,0.0,93.0,2.0
HOLTVILLE,2025,2.0,2.0,2.0,2.0,0.0,0.0,2.0
HUGHSON,2018,40.0,20.0,0.0,8.0,8.0,0.0,8.0
HUGHSON,2019,299.0,0.0,0.0,20.0,11.0,0.0,20.0
HUGHSON,2021,0.0,0.0,0.0,25.0,25.0,0.0,25.0
HUGHSON,2022,0.0,0.0,0.0,54.0,53.0,0.0,54.0
HUGHSON,2023,0.0,0.0,0.0,30.0,30.0,22.0,8.0
HUGHSON,2024,64.0,64.0,0.0,50.0,50.0,42.0,8.0
HUGHSON,2025,80.0,0.0,0.0,0.0,0.0,0.0,0.0
HUMBOLDT COUNTY,2018,276.0,97.0,179.0,78.0,39.0,37.0,41.0
HUMBOLDT COUNTY,2019,409.0,165.0,0.0,240.0,46.0,186.0,54.0
HUMBOLDT COUNTY,2020,43.0,17.0,0.0,109.0,47.0,34.0,75.0
HUMBOLDT COUNTY,2021,211.0,77.0,2.0,147.0,8.0,107.0,40.0
HUMBOLDT COUNTY,2022,135.0,1.0,0.0,108.0,16.0,25.0,83.0
HUMBOLDT COUNTY,2023,105.0,52.0,0.0,116.0,18.0,49.0,67.0
HUMBOLDT COUNTY,2024,194.0,65.0,0.0,83.0,81.0,35.0,48.0
HUMBOLDT COUNTY,2025,129.0,0.0,0.0,74.0,65.0,33.0,41.0
HUNTINGTON BEACH,2019,14.0,4.0,0.0,158.0,0.0,23.0,135.0
HUNTINGTON BEACH,2020,51.0,52.0,0.0,82.0,0.0,29.0,53.0
HUNTINGTON BEACH,2021,715.0,367.0,0.0,159.0,0.0,66.0,93.0
HUNTINGTON BEACH,2022,142.0,12.0,0.0,283.0,0.0,198.0,85.0
HUNTINGTON BEACH,2023,15.0,15.0,0.0,554.0,0.0,155.0,399.0
HUNTINGTON BEACH,2024,59.0,29.0,1.0,194.0,0.0,135.0,59.0
HUNTINGTON BEACH,2025,19.0,3.0,0.0,147.0,0.0,42.0,105.0
HUNTINGTON PARK,2018,29.0,29.0,0.0,6.0,2.0,6.0,0.0
HUNTINGTON PARK,2019,13.0,13.0,0.0,10.0,0.0,10.0,0.0
HUNTINGTON PARK,2020,45.0,45.0,0.0,24.0,4.0,24.0,0.0
HUNTINGTON PARK,2021,44.0,44.0,0.0,4.0,0.0,4.0,0.0
HUNTINGTON PARK,2022,53.0,44.0,0.0,14.0,0.0,14.0,0.0
HUNTINGTON PARK,2023,67.0,67.0,0.0,9.0,0.0,9.0,0.0
HUNTINGTON PARK,2024,61.0,49.0,2.0,23.0,0.0,23.0,0.0
HUNTINGTON PARK,2025,148.0,133.0,0.0,35.0,0.0,35.0,0.0
HURON,2018,403.0,403.0,0.0,4.0,0.0,4.0,0.0
HURON,2022,133.0,133.0,0.0,133.0,133.0,0.0,133.0
HURON,2023,2.0,2.0,0.0,2.0,0.0,0.0,2.0
HURON,2024,74.0,74.0,0.0,74.0,72.0,0.0,74.0
HURON,2025,1.0,1.0,0.0,1.0,0.0,0.0,1.0
IMPERIAL,2018,163.0,163.0,0.0,116.0,116.0,90.0,26.0
IMPERIAL,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IMPERIAL,2020,0.0,0.0,0.0,345.0,176.0,40.0,305.0
IMPERIAL,2021,0.0,0.0,0.0,345.0,176.0,40.0,305.0
IMPERIAL,2022,0.0,0.0,0.0,256.0,79.0,52.0,204.0
IMPERIAL,2023,0.0,0.0,0.0,559.0,295.0,340.0,219.0
IMPERIAL BEACH,2018,92.0,92.0,0.0,65.0,34.0,0.0,65.0
IMPERIAL BEACH,2019,0.0,0.0,0.0,28.0,67.0,0.0,28.0
IMPERIAL BEACH,2020,35.0,35.0,0.0,35.0,8.0,0.0,35.0
IMPERIAL BEACH,2021,70.0,37.0,0.0,41.0,9.0,0.0,41.0
IMPERIAL BEACH,2022,217.0,130.0,0.0,43.0,25.0,0.0,43.0
IMPERIAL BEACH,2023,156.0,48.0,0.0,29.0,31.0,0.0,29.0
IMPERIAL BEACH,2024,95.0,38.0,0.0,29.0,29.0,0.0,29.0
IMPERIAL BEACH,2025,172.0,45.0,0.0,71.0,13.0,0.0,71.0
IMPERIAL COUNTY,2018,8.0,1.0,7.0,0.0,0.0,0.0,0.0
IMPERIAL COUNTY,2019,17.0,64.0,0.0,13.0,1.0,0.0,13.0
IMPERIAL COUNTY,2020,48.0,0.0,0.0,42.0,14.0,15.0,27.0
IMPERIAL COUNTY,2021,38.0,0.0,0.0,34.0,4.0,20.0,14.0
IMPERIAL COUNTY,2022,47.0,0.0,0.0,47.0,7.0,30.0,17.0
IMPERIAL COUNTY,2023,44.0,0.0,0.0,44.0,5.0,38.0,6.0
IMPERIAL COUNTY,2024,55.0,0.0,0.0,55.0,23.0,46.0,9.0
IMPERIAL COUNTY,2025,51.0,27.0,0.0,121.0,81.0,76.0,45.0
INDIAN WELLS,2018,118.0,118.0,0.0,46.0,32.0,0.0,46.0
INDIAN WELLS,2019,0.0,0.0,0.0,71.0,0.0,0.0,71.0
INDIAN WELLS,2020,16.0,0.0,0.0,0.0,49.0,0.0,0.0
INDIAN WELLS,2021,60.0,0.0,0.0,87.0,35.0,5.0,82.0
INDIAN WELLS,2022,148.0,0.0,0.0,120.0,44.0,2.0,118.0
INDIAN WELLS,2023,58.0,0.0,0.0,47.0,91.0,3.0,44.0
INDIAN WELLS,2024,25.0,0.0,0.0,19.0,58.0,7.0,12.0
INDIAN WELLS,2025,14.0,0.0,0.0,13.0,11.0,5.0,8.0
INDIO,2018,84.0,84.0,0.0,31.0,31.0,0.0,31.0
INDIO,2019,186.0,0.0,186.0,265.0,234.0,0.0,265.0
INDIO,2020,0.0,0.0,0.0,509.0,138.0,102.0,407.0
INDIO,2021,1996.0,0.0,0.0,752.0,407.0,184.0,568.0
INDIO,2022,1853.0,0.0,0.0,857.0,258.0,214.0,643.0
INDIO,2023,2.0,2.0,0.0,100.0,147.0,0.0,100.0
INDIO,2024,0.0,0.0,0.0,54.0,54.0,0.0,54.0
INDIO,2025,269.0,239.0,0.0,707.0,0.0,326.0,381.0
INGLEWOOD,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INGLEWOOD,2020,406.0,264.0,0.0,81.0,0.0,41.0,40.0
INGLEWOOD,2021,134.0,90.0,0.0,377.0,293.0,48.0,329.0
INGLEWOOD,2022,600.0,507.0,0.0,1055.0,250.0,148.0,907.0
INGLEWOOD,2023,546.0,546.0,0.0,35.0,2.0,0.0,35.0
INGLEWOOD,2024,356.0,192.0,0.0,18.0,0.0,0.0,18.0
INYO COUNTY,2019,20.0,20.0,0.0,31.0,16.0,0.0,31.0
INYO COUNTY,2020,16.0,16.0,0.0,16.0,2.0,0.0,16.0
INYO COUNTY,2021,13.0,3.0,0.0,0.0,0.0,0.0,0.0
INYO COUNTY,2022,19.0,0.0,0.0,19.0,3.0,0.0,19.0
INYO COUNTY,2023,27.0,51.0,0.0,20.0,7.0,0.0,20.0
INYO COUNTY,2024,16.0,16.0,0.0,16.0,20.0,0.0,16.0
INYO COUNTY,2025,23.0,17.0,0.0,14.0,9.0,9.0,5.0
IONE,2018,0.0,0.0,0.0,106.0,89.0,65.0,41.0
IONE,2019,0.0,0.0,0.0,38.0,38.0,38.0,0.0
IONE,2020,0.0,0.0,0.0,62.0,62.0,21.0,41.0
IONE,2021,0.0,0.0,0.0,41.0,84.0,0.0,41.0
IONE,2022,0.0,0.0,0.0,35.0,22.0,0.0,35.0
IONE,2023,0.0,0.0,0.0,64.0,31.0,0.0,64.0
IONE,2024,0.0,0.0,0.0,50.0,46.0,0.0,50.0
IONE,2025,993.0,0.0,0.0,14.0,4.0,0.0,14.0
IRVINE,2018,2465.0,2465.0,0.0,3456.0,2931.0,0.0,3456.0
IRVINE,2019,701.0,701.0,0.0,3004.0,3504.0,279.0,2725.0
IRVINE,2020,692.0,692.0,0.0,1985.0,2205.0,22.0,1963.0
IRVINE,2021,81.0,0.0,0.0,2366.0,2231.0,85.0,2281.0
IRVINE,2022,7499.0,0.0,0.0,1505.0,1797.0,163.0,1342.0
IRVINE,2023,1369.0,686.0,0.0,2240.0,1368.0,215.0,2025.0
IRVINE,2024,4528.0,1332.0,0.0,1456.0,1026.0,58.0,1398.0
IRVINE,2025,8924.0,3378.0,0.0,1409.0,1058.0,79.0,1330.0
IRWINDALE,2018,0.0,0.0,0.0,0.0,6.0,0.0,0.0
IRWINDALE,2019,0.0,0.0,0.0,4.0,8.0,4.0,0.0
IRWINDALE,2020,0.0,0.0,0.0,7.0,3.0,7.0,0.0
IRWINDALE,2022,0.0,0.0,0.0,1.0,0.0,0.0,1.0
ISLETON,2018,0.0,0.0,0.0,0.0,10.0,0.0,0.0
ISLETON,2025,3.0,3.0,0.0,3.0,0.0,0.0,3.0
JACKSON,2018,0.0,0.0,0.0,18.0,17.0,0.0,18.0
JACKSON,2019,0.0,0.0,0.0,23.0,12.0,0.0,23.0
JACKSON,2020,0.0,0.0,0.0,26.0,10.0,0.0,26.0
JACKSON,2021,0.0,0.0,0.0,28.0,0.0,0.0,28.0
JACKSON,2022,6.0,0.0,0.0,40.0,0.0,0.0,40.0
JACKSON,2023,2.0,0.0,0.0,2.0,1.0,0.0,2.0
JACKSON,2024,6.0,0.0,0.0,0.0,5.0,0.0,0.0
JACKSON,2025,3.0,0.0,0.0,4.0,1.0,4.0,0.0
JURUPA VALLEY,2018,594.0,469.0,0.0,340.0,466.0,0.0,340.0
JURUPA VALLEY,2019,740.0,740.0,0.0,0.0,289.0,0.0,0.0
JURUPA VALLEY,2020,0.0,0.0,0.0,465.0,315.0,0.0,465.0
JURUPA VALLEY,2021,641.0,0.0,0.0,222.0,222.0,0.0,222.0
JURUPA VALLEY,2022,149.0,149.0,0.0,224.0,163.0,40.0,184.0
JURUPA VALLEY,2023,48.0,48.0,0.0,128.0,160.0,66.0,62.0
JURUPA VALLEY,2024,972.0,262.0,80.0,329.0,27.0,75.0,254.0
JURUPA VALLEY,2025,1316.0,422.0,0.0,358.0,149.0,73.0,285.0
KERMAN,2018,0.0,0.0,0.0,97.0,99.0,39.0,58.0
KERMAN,2019,205.0,205.0,0.0,78.0,55.0,66.0,12.0
KERMAN,2020,189.0,189.0,0.0,66.0,48.0,66.0,0.0
KERMAN,2021,4.0,4.0,0.0,94.0,75.0,94.0,0.0
KERMAN,2022,0.0,0.0,0.0,81.0,144.0,81.0,0.0
KERMAN,2023,337.0,0.0,0.0,59.0,49.0,59.0,0.0
KERMAN,2024,372.0,0.0,0.0,55.0,32.0,0.0,55.0
KERMAN,2025,194.0,0.0,0.0,49.0,57.0,0.0,49.0
KERN COUNTY,2018,16.0,16.0,0.0,16.0,16.0,16.0,0.0
KERN COUNTY,2019,366.0,366.0,0.0,324.0,366.0,194.0,130.0
KERN COUNTY,2020,454.0,0.0,0.0,451.0,508.0,143.0,308.0
KERN COUNTY,2021,918.0,0.0,0.0,913.0,472.0,470.0,443.0
KERN COUNTY,2022,1365.0,0.0,0.0,422.0,581.0,180.0,242.0
KERN COUNTY,2023,389.0,0.0,0.0,468.0,484.0,249.0,219.0
KERN COUNTY,2024,575.0,248.0,0.0,658.0,316.0,472.0,186.0
KERN COUNTY,2025,759.0,66.0,0.0,518.0,490.0,77.0,441.0
KING CITY,2018,170.0,150.0,0.0,40.0,0.0,0.0,40.0
KING CITY,2019,7.0,0.0,7.0,50.0,0.0,0.0,50.0
KING CITY,2020,185.0,178.0,0.0,102.0,0.0,7.0,95.0
KING CITY,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KING CITY,2022,50.0,45.0,0.0,26.0,0.0,1.0,25.0
KING CITY,2023,393.0,16.0,0.0,106.0,83.0,47.0,59.0
KING CITY,2024,11.0,11.0,0.0,95.0,58.0,5.0,90.0
KING CITY,2025,14.0,14.0,0.0,50.0,57.0,0.0,50.0
KINGS COUNTY,2018,18.0,18.0,0.0,20.0,14.0,12.0,8.0
KINGS COUNTY,2019,42.0,42.0,0.0,22.0,22.0,14.0,8.0
KINGS COUNTY,2020,24.0,24.0,0.0,29.0,29.0,22.0,7.0
KINGS COUNTY,2021,54.0,49.0,0.0,56.0,13.0,51.0,5.0
KINGS COUNTY,2022,152.0,152.0,0.0,83.0,49.0,74.0,9.0
KINGS COUNTY,2023,135.0,135.0,0.0,25.0,109.0,17.0,8.0
KINGS COUNTY,2024,19.0,6.0,0.0,18.0,46.0,15.0,3.0
KINGS COUNTY,2025,21.0,21.0,0.0,16.0,15.0,12.0,4.0
KINGSBURG,2018,18.0,0.0,18.0,0.0,0.0,0.0,0.0
KINGSBURG,2019,0.0,0.0,0.0,116.0,0.0,54.0,62.0
KINGSBURG,2020,99.0,64.0,0.0,51.0,47.0,51.0,0.0
KINGSBURG,2021,116.0,0.0,0.0,116.0,0.0,50.0,66.0
KINGSBURG,2022,80.0,0.0,0.0,80.0,0.0,1.0,79.0
KINGSBURG,2023,41.0,0.0,0.0,41.0,0.0,0.0,41.0
KINGSBURG,2024,56.0,56.0,0.0,56.0,41.0,1.0,55.0
KINGSBURG,2025,44.0,44.0,0.0,18.0,0.0,0.0,18.0
LA CANADA FLINTRIDGE,2018,26.0,26.0,0.0,20.0,0.0,0.0,20.0
LA CANADA FLINTRIDGE,2019,22.0,0.0,0.0,9.0,0.0,0.0,9.0
LA CANADA FLINTRIDGE,2020,100.0,17.0,0.0,15.0,0.0,0.0,15.0
LA CANADA FLINTRIDGE,2021,60.0,43.0,0.0,18.0,13.0,0.0,18.0
LA CANADA FLINTRIDGE,2022,108.0,27.0,0.0,41.0,31.0,0.0,41.0
LA CANADA FLINTRIDGE,2023,56.0,20.0,0.0,48.0,25.0,0.0,48.0
LA CANADA FLINTRIDGE,2024,50.0,9.0,0.0,34.0,49.0,0.0,34.0
LA CANADA FLINTRIDGE,2025,33.0,4.0,0.0,38.0,35.0,0.0,38.0
LA HABRA,2018,70.0,0.0,70.0,54.0,39.0,7.0,47.0
LA HABRA,2019,5.0,0.0,5.0,30.0,30.0,7.0,23.0
LA HABRA,2020,47.0,5.0,0.0,63.0,40.0,33.0,30.0
LA HABRA,2021,178.0,117.0,0.0,46.0,27.0,43.0,3.0
LA HABRA,2022,256.0,0.0,0.0,61.0,42.0,46.0,15.0
LA HABRA,2023,42.0,10.0,0.0,155.0,68.0,90.0,65.0
LA HABRA,2024,15.0,0.0,0.0,271.0,144.0,153.0,118.0
LA HABRA,2025,98.0,98.0,0.0,91.0,46.0,37.0,54.0
LA HABRA HEIGHTS,2018,2.0,2.0,0.0,2.0,2.0,0.0,2.0
LA HABRA HEIGHTS,2019,4.0,2.0,0.0,6.0,3.0,0.0,6.0
LA HABRA HEIGHTS,2020,6.0,4.0,0.0,10.0,7.0,0.0,10.0
LA HABRA HEIGHTS,2021,10.0,3.0,0.0,14.0,7.0,0.0,14.0
LA HABRA HEIGHTS,2022,5.0,5.0,0.0,0.0,0.0,0.0,0.0
LA HABRA HEIGHTS,2023,5.0,5.0,0.0,5.0,1.0,3.0,2.0
LA HABRA HEIGHTS,2024,17.0,17.0,0.0,5.0,2.0,4.0,1.0
LA HABRA HEIGHTS,2025,30.0,30.0,0.0,9.0,3.0,5.0,4.0
LA MESA,2018,169.0,117.0,1.0,122.0,29.0,0.0,122.0
LA MESA,2019,48.0,0.0,0.0,181.0,59.0,13.0,168.0
LA MESA,2020,193.0,127.0,0.0,280.0,104.0,37.0,243.0
LA MESA,2021,165.0,21.0,0.0,141.0,187.0,70.0,71.0
LA MESA,2022,427.0,0.0,0.0,258.0,40.0,207.0,51.0
LA MESA,2023,371.0,30.0,0.0,217.0,142.0,110.0,107.0
LA MESA,2024,224.0,126.0,35.0,186.0,120.0,117.0,69.0
LA MESA,2025,453.0,64.0,0.0,254.0,249.0,99.0,155.0
LA MIRADA,2022,34.0,0.0,0.0,27.0,10.0,0.0,27.0
LA MIRADA,2023,43.0,43.0,0.0,12.0,21.0,0.0,12.0
LA MIRADA,2024,41.0,41.0,0.0,18.0,2.0,0.0,18.0
LA MIRADA,2025,52.0,52.0,0.0,45.0,4.0,0.0,45.0
LA PALMA,2018,1.0,0.0,0.0,0.0,0.0,0.0,0.0
LA PALMA,2019,1.0,1.0,0.0,1.0,0.0,1.0,0.0
LA PALMA,2020,1.0,0.0,0.0,1.0,0.0,1.0,0.0
LA PALMA,2021,2.0,0.0,0.0,2.0,0.0,2.0,0.0
LA PALMA,2022,4.0,4.0,0.0,4.0,0.0,4.0,0.0
LA PALMA,2023,4.0,0.0,0.0,3.0,2.0,3.0,0.0
LA PALMA,2024,0.0,0.0,0.0,6.0,1.0,6.0,0.0
LA PALMA,2025,0.0,0.0,0.0,4.0,2.0,4.0,0.0
LA PUENTE,2019,118.0,118.0,0.0,42.0,15.0,0.0,42.0
LA PUENTE,2020,49.0,37.0,0.0,137.0,16.0,73.0,64.0
LA PUENTE,2021,77.0,69.0,0.0,43.0,97.0,0.0,43.0
LA PUENTE,2022,50.0,42.0,0.0,29.0,45.0,0.0,29.0
LA PUENTE,2023,52.0,45.0,0.0,60.0,35.0,0.0,60.0
LA PUENTE,2024,45.0,29.0,0.0,30.0,44.0,0.0,30.0
LA PUENTE,2025,44.0,34.0,0.0,28.0,7.0,0.0,28.0
LA QUINTA,2018,107.0,83.0,0.0,195.0,0.0,72.0,123.0
LA QUINTA,2019,69.0,0.0,69.0,137.0,0.0,6.0,131.0
LA QUINTA,2020,44.0,0.0,0.0,195.0,0.0,0.0,195.0
LA QUINTA,2021,646.0,85.0,0.0,269.0,0.0,0.0,269.0
LA QUINTA,2022,604.0,168.0,0.0,526.0,0.0,0.0,526.0
LA QUINTA,2023,96.0,12.0,0.0,318.0,446.0,0.0,318.0
LA QUINTA,2024,110.0,0.0,0.0,107.0,331.0,2.0,105.0
LA QUINTA,2025,1075.0,61.0,0.0,107.0,170.0,11.0,96.0
LA VERNE,2018,82.0,11.0,0.0,47.0,19.0,9.0,38.0
LA VERNE,2019,29.0,11.0,0.0,14.0,44.0,8.0,6.0
LA VERNE,2020,142.0,17.0,0.0,25.0,15.0,10.0,15.0
LA VERNE,2021,26.0,26.0,0.0,23.0,15.0,8.0,15.0
LA VERNE,2022,32.0,18.0,0.0,2.0,2.0,2.0,0.0
LA VERNE,2023,400.0,400.0,0.0,15.0,14.0,8.0,7.0
LA VERNE,2024,161.0,21.0,0.0,35.0,14.0,25.0,10.0
LA VERNE,2025,156.0,24.0,0.0,26.0,42.0,19.0,7.0
LAFAYETTE,2018,75.0,56.0,0.0,31.0,87.0,2.0,29.0
LAFAYETTE,2019,109.0,107.0,2.0,88.0,39.0,17.0,71.0
LAFAYETTE,2020,217.0,217.0,0.0,83.0,28.0,27.0,56.0
LAFAYETTE,2021,48.0,48.0,0.0,23.0,6.0,21.0,2.0
LAFAYETTE,2022,127.0,120.0,0.0,70.0,79.0,41.0,29.0
LAFAYETTE,2023,40.0,40.0,0.0,78.0,65.0,37.0,41.0
LAFAYETTE,2024,62.0,57.0,0.0,56.0,53.0,21.0,35.0
LAFAYETTE,2025,185.0,154.0,0.0,120.0,66.0,61.0,59.0
LAGUNA BEACH,2018,35.0,14.0,0.0,12.0,15.0,5.0,7.0
LAGUNA BEACH,2019,44.0,22.0,22.0,16.0,10.0,8.0,8.0
LAGUNA BEACH,2020,56.0,45.0,11.0,25.0,7.0,12.0,13.0
LAGUNA BEACH,2021,76.0,74.0,0.0,27.0,32.0,0.0,27.0
LAGUNA BEACH,2022,94.0,94.0,0.0,97.0,34.0,0.0,97.0
LAGUNA BEACH,2023,170.0,163.0,0.0,193.0,83.0,10.0,183.0
LAGUNA BEACH,2024,171.0,160.0,1.0,178.0,71.0,0.0,178.0
LAGUNA BEACH,2025,93.0,93.0,0.0,87.0,62.0,43.0,44.0
LAGUNA HILLS,2019,0.0,0.0,0.0,2.0,3.0,0.0,2.0
LAGUNA HILLS,2020,0.0,0.0,0.0,5.0,2.0,0.0,5.0
LAGUNA HILLS,2021,1500.0,0.0,0.0,2.0,2.0,0.0,2.0
LAGUNA HILLS,2022,0.0,0.0,0.0,0.0,3.0,0.0,0.0
LAGUNA HILLS,2023,0.0,0.0,0.0,0.0,1.0,0.0,0.0
LAGUNA HILLS,2024,420.0,0.0,0.0,5.0,5.0,0.0,5.0
LAGUNA HILLS,2025,516.0,0.0,0.0,15.0,5.0,14.0,1.0
LAGUNA NIGUEL,2018,9.0,9.0,0.0,300.0,527.0,9.0,291.0
LAGUNA NIGUEL,2019,200.0,0.0,200.0,4.0,3.0,3.0,1.0
LAGUNA NIGUEL,2020,83.0,83.0,0.0,3.0,522.0,3.0,0.0
LAGUNA NIGUEL,2021,1.0,0.0,0.0,203.0,3.0,22.0,181.0
LAGUNA NIGUEL,2022,331.0,0.0,0.0,12.0,7.0,10.0,2.0
LAGUNA NIGUEL,2023,82.0,0.0,0.0,328.0,272.0,10.0,318.0
LAGUNA NIGUEL,2024,2.0,2.0,0.0,18.0,319.0,12.0,6.0
LAGUNA NIGUEL,2025,2.0,1.0,0.0,15.0,17.0,14.0,1.0
LAKE COUNTY,2018,116.0,116.0,0.0,63.0,91.0,47.0,16.0
LAKE COUNTY,2021,109.0,109.0,0.0,105.0,15.0,73.0,32.0
LAKE COUNTY,2022,152.0,76.0,0.0,112.0,1.0,81.0,31.0
LAKE COUNTY,2023,87.0,89.0,0.0,167.0,34.0,97.0,70.0
LAKE COUNTY,2024,118.0,0.0,0.0,131.0,28.0,47.0,84.0
LAKE COUNTY,2025,0.0,0.0,0.0,92.0,39.0,56.0,36.0
LAKE ELSINORE,2018,193.0,193.0,0.0,344.0,221.0,58.0,286.0
LAKE ELSINORE,2019,373.0,238.0,135.0,405.0,61.0,268.0,137.0
LAKE ELSINORE,2020,151.0,135.0,0.0,407.0,187.0,389.0,18.0
LAKE ELSINORE,2021,666.0,517.0,0.0,226.0,441.0,199.0,27.0
LAKE ELSINORE,2022,699.0,0.0,0.0,369.0,238.0,114.0,255.0
LAKE ELSINORE,2023,503.0,503.0,0.0,204.0,21.0,6.0,198.0
LAKE ELSINORE,2024,757.0,27.0,0.0,338.0,197.0,6.0,332.0
LAKE ELSINORE,2025,519.0,541.0,0.0,315.0,32.0,93.0,222.0
LAKE FOREST,2018,336.0,336.0,0.0,238.0,623.0,1.0,237.0
LAKE FOREST,2019,537.0,537.0,0.0,413.0,210.0,58.0,355.0
LAKE FOREST,2020,71.0,71.0,0.0,409.0,323.0,0.0,409.0
LAKE FOREST,2021,606.0,606.0,0.0,414.0,411.0,14.0,400.0
LAKE FOREST,2022,0.0,0.0,0.0,394.0,343.0,83.0,311.0
LAKE FOREST,2023,0.0,0.0,0.0,269.0,362.0,77.0,192.0
LAKE FOREST,2024,57.0,57.0,0.0,36.0,180.0,14.0,22.0
LAKE FOREST,2025,56.0,72.0,0.0,89.0,126.0,27.0,62.0
LAKEPORT,2018,25.0,25.0,0.0,25.0,0.0,24.0,1.0
LAKEPORT,2019,25.0,25.0,0.0,25.0,25.0,24.0,1.0
LAKEPORT,2020,73.0,25.0,0.0,74.0,74.0,72.0,2.0
LAKEPORT,2021,78.0,78.0,0.0,79.0,75.0,78.0,1.0
LAKEPORT,2022,262.0,0.0,0.0,5.0,1.0,2.0,3.0
LAKEPORT,2023,263.0,0.0,0.0,6.0,6.0,2.0,4.0
LAKEPORT,2024,7.0,7.0,0.0,13.0,8.0,4.0,9.0
LAKEPORT,2025,2.0,2.0,0.0,71.0,1.0,68.0,3.0
LAKEWOOD,2018,40.0,40.0,0.0,10.0,3.0,10.0,0.0
LAKEWOOD,2019,21.0,0.0,21.0,17.0,5.0,17.0,0.0
LAKEWOOD,2020,33.0,21.0,0.0,55.0,23.0,27.0,28.0
LAKEWOOD,2021,80.0,80.0,0.0,109.0,66.0,68.0,41.0
LAKEWOOD,2022,127.0,127.0,0.0,110.0,45.0,81.0,29.0
LAKEWOOD,2023,54.0,54.0,0.0,162.0,108.0,123.0,39.0
LAKEWOOD,2024,183.0,0.0,0.0,244.0,94.0,175.0,69.0
LAKEWOOD,2025,141.0,141.0,0.0,586.0,477.0,444.0,142.0
LANCASTER,2018,972.0,115.0,0.0,208.0,208.0,175.0,33.0
