JURIS_NAME,YEAR,total_proposed_units,total_approved_units,total_disapproved_units,total_building_permits,total_completed_units,total_affordable_permits,total_market_rate_permits
MARIPOSA COUNTY,2020,214.0,156.0,0.0,119.0,89.0,1.0,118.0
MARIPOSA COUNTY,2021,203.0,201.0,0.0,164.0,145.0,1.0,163.0
MARIPOSA COUNTY,2022,270.0,259.0,0.0,226.0,227.0,1.0,225.0
MARIPOSA COUNTY,2023,335.0,318.0,0.0,345.0,286.0,1.0,344.0
MARIPOSA COUNTY,2024,54.0,45.0,0.0,383.0,338.0,1.0,382.0
MARIPOSA COUNTY,2025,38.0,0.0,0.0,55.0,0.0,0.0,55.0
MARTINEZ,2018,6.0,3.0,3.0,6.0,0.0,0.0,6.0
MARTINEZ,2019,10.0,4.0,0.0,5.0,0.0,0.0,5.0
MARTINEZ,2020,30.0,30.0,0.0,18.0,0.0,0.0,18.0
MARTINEZ,2021,5.0,1.0,0.0,65.0,0.0,0.0,65.0
MARTINEZ,2022,189.0,189.0,0.0,42.0,0.0,0.0,42.0
MARTINEZ,2023,51.0,48.0,0.0,122.0,90.0,29.0,93.0
MARTINEZ,2024,14.0,13.0,0.0,65.0,47.0,27.0,38.0
MARTINEZ,2025,64.0,66.0,0.0,53.0,19.0,39.0,14.0
MARYSVILLE,2018,4.0,4.0,0.0,4.0,2.0,0.0,4.0
MARYSVILLE,2019,1.0,0.0,1.0,1.0,1.0,1.0,0.0
MARYSVILLE,2020,2.0,2.0,0.0,2.0,2.0,0.0,2.0
MARYSVILLE,2021,76.0,76.0,0.0,76.0,0.0,75.0,1.0
MARYSVILLE,2022,11.0,1.0,0.0,0.0,0.0,0.0,0.0
MARYSVILLE,2023,16.0,0.0,0.0,71.0,71.0,71.0,0.0
MARYSVILLE,2024,15.0,15.0,0.0,9.0,0.0,0.0,9.0
MARYSVILLE,2025,8.0,8.0,0.0,3.0,2.0,0.0,3.0
MAYWOOD,2019,21.0,0.0,21.0,21.0,2.0,16.0,5.0
MAYWOOD,2020,12.0,12.0,0.0,11.0,1.0,8.0,3.0
MAYWOOD,2021,8.0,8.0,0.0,8.0,8.0,4.0,4.0
MAYWOOD,2022,29.0,28.0,0.0,0.0,12.0,0.0,0.0
MAYWOOD,2023,9.0,9.0,0.0,9.0,9.0,0.0,9.0
MAYWOOD,2024,33.0,34.0,0.0,18.0,0.0,0.0,18.0
MCFARLAND,2019,7.0,0.0,6.0,7.0,7.0,0.0,7.0
MCFARLAND,2020,69.0,69.0,0.0,69.0,69.0,69.0,0.0
MCFARLAND,2021,3.0,3.0,0.0,0.0,0.0,0.0,0.0
MCFARLAND,2022,15.0,15.0,0.0,95.0,0.0,95.0,0.0
MCFARLAND,2023,48.0,48.0,0.0,48.0,48.0,48.0,0.0
MCFARLAND,2024,87.0,0.0,0.0,87.0,87.0,87.0,0.0
MCFARLAND,2025,73.0,0.0,0.0,73.0,0.0,0.0,73.0
MENDOCINO COUNTY,2018,241.0,181.0,0.0,79.0,28.0,0.0,79.0
MENDOCINO COUNTY,2019,230.0,184.0,0.0,180.0,87.0,95.0,85.0
MENDOCINO COUNTY,2020,132.0,132.0,0.0,155.0,123.0,85.0,70.0
MENDOCINO COUNTY,2021,298.0,259.0,0.0,341.0,263.0,220.0,121.0
MENDOCINO COUNTY,2022,147.0,146.0,0.0,259.0,181.0,174.0,85.0
MENDOCINO COUNTY,2023,89.0,48.0,0.0,169.0,81.0,71.0,98.0
MENDOCINO COUNTY,2024,137.0,60.0,0.0,152.0,123.0,57.0,95.0
MENDOCINO COUNTY,2025,115.0,132.0,0.0,165.0,108.0,56.0,109.0
MENDOTA,2018,0.0,0.0,0.0,66.0,0.0,66.0,0.0
MENDOTA,2019,0.0,0.0,0.0,53.0,55.0,53.0,0.0
MENDOTA,2020,0.0,0.0,0.0,51.0,0.0,50.0,1.0
MENDOTA,2021,11.0,0.0,0.0,11.0,0.0,11.0,0.0
MENDOTA,2022,6.0,6.0,0.0,18.0,0.0,18.0,0.0
MENDOTA,2023,0.0,0.0,0.0,26.0,14.0,24.0,2.0
MENDOTA,2024,6.0,6.0,0.0,25.0,0.0,23.0,2.0
MENDOTA,2025,0.0,0.0,0.0,31.0,0.0,0.0,31.0
MENIFEE,2018,1119.0,1119.0,0.0,941.0,841.0,182.0,759.0
MENIFEE,2019,69.0,69.0,0.0,1036.0,930.0,383.0,653.0
MENIFEE,2020,1596.0,1505.0,0.0,1442.0,1049.0,9.0,1433.0
MENIFEE,2021,748.0,0.0,0.0,1226.0,1410.0,20.0,1206.0
MENIFEE,2022,1657.0,420.0,0.0,905.0,1287.0,13.0,892.0
MENIFEE,2023,962.0,7.0,0.0,1589.0,653.0,14.0,1575.0
MENIFEE,2024,1463.0,0.0,0.0,637.0,1120.0,20.0,617.0
MENIFEE,2025,1060.0,0.0,0.0,758.0,958.0,22.0,736.0
MENLO PARK,2018,8.0,9.0,0.0,44.0,315.0,18.0,26.0
MENLO PARK,2019,5.0,5.0,0.0,196.0,33.0,24.0,172.0
MENLO PARK,2020,3.0,3.0,0.0,256.0,40.0,26.0,230.0
MENLO PARK,2021,17.0,0.0,0.0,96.0,21.0,91.0,5.0
MENLO PARK,2022,28.0,0.0,0.0,837.0,29.0,161.0,676.0
MENLO PARK,2023,18.0,18.0,0.0,869.0,251.0,191.0,678.0
MENLO PARK,2024,701.0,36.0,0.0,201.0,68.0,163.0,38.0
MENLO PARK,2025,988.0,892.0,0.0,272.0,42.0,188.0,84.0
MERCED,2018,993.0,993.0,0.0,629.0,335.0,0.0,629.0
MERCED,2019,1283.0,840.0,444.0,668.0,183.0,18.0,650.0
MERCED,2020,1101.0,1101.0,0.0,1110.0,413.0,611.0,499.0
MERCED,2021,1030.0,794.0,0.0,734.0,892.0,78.0,656.0
MERCED,2022,106.0,106.0,0.0,628.0,808.0,0.0,628.0
MERCED,2023,406.0,319.0,0.0,464.0,628.0,123.0,341.0
MERCED,2024,392.0,364.0,0.0,517.0,427.0,201.0,316.0
MERCED,2025,1181.0,521.0,0.0,973.0,565.0,262.0,711.0
MERCED COUNTY,2018,14.0,14.0,0.0,163.0,86.0,14.0,149.0
MERCED COUNTY,2019,15.0,15.0,0.0,133.0,58.0,28.0,105.0
MERCED COUNTY,2020,42.0,42.0,0.0,126.0,60.0,77.0,49.0
MERCED COUNTY,2021,281.0,135.0,0.0,48.0,45.0,6.0,42.0
MERCED COUNTY,2022,26.0,22.0,0.0,95.0,41.0,27.0,68.0
MERCED COUNTY,2023,55.0,20.0,0.0,75.0,41.0,28.0,47.0
MERCED COUNTY,2024,398.0,9.0,0.0,71.0,72.0,19.0,52.0
MERCED COUNTY,2025,482.0,34.0,0.0,51.0,26.0,23.0,28.0
MILL VALLEY,2018,13.0,11.0,0.0,15.0,9.0,11.0,4.0
MILL VALLEY,2019,5.0,5.0,0.0,26.0,3.0,15.0,11.0
MILL VALLEY,2020,20.0,19.0,0.0,16.0,3.0,15.0,1.0
MILL VALLEY,2021,43.0,6.0,0.0,45.0,0.0,30.0,15.0
MILL VALLEY,2022,15.0,15.0,0.0,17.0,12.0,16.0,1.0
MILL VALLEY,2023,92.0,46.0,0.0,29.0,19.0,26.0,3.0
MILL VALLEY,2024,25.0,20.0,0.0,27.0,24.0,25.0,2.0
MILL VALLEY,2025,26.0,9.0,1.0,13.0,21.0,9.0,4.0
MILLBRAE,2018,383.0,2.0,0.0,0.0,1.0,0.0,0.0
MILLBRAE,2019,425.0,0.0,0.0,18.0,8.0,14.0,4.0
MILLBRAE,2020,0.0,0.0,0.0,328.0,3.0,25.0,303.0
MILLBRAE,2021,391.0,0.0,0.0,98.0,19.0,96.0,2.0
MILLBRAE,2022,0.0,0.0,0.0,14.0,82.0,12.0,2.0
MILLBRAE,2023,0.0,0.0,0.0,13.0,263.0,12.0,1.0
MILLBRAE,2024,98.0,98.0,0.0,293.0,10.0,38.0,255.0
MILLBRAE,2025,0.0,0.0,0.0,97.0,10.0,95.0,2.0
MILPITAS,2018,279.0,90.0,0.0,1786.0,414.0,10.0,1776.0
MILPITAS,2019,94.0,94.0,0.0,141.0,534.0,0.0,141.0
MILPITAS,2020,174.0,21.0,0.0,415.0,231.0,132.0,283.0
MILPITAS,2021,193.0,67.0,0.0,229.0,97.0,134.0,95.0
MILPITAS,2022,493.0,81.0,0.0,268.0,191.0,154.0,114.0
MILPITAS,2023,236.0,56.0,0.0,64.0,161.0,32.0,32.0
MILPITAS,2024,2058.0,0.0,0.0,107.0,77.0,44.0,63.0
MILPITAS,2025,37.0,0.0,0.0,239.0,255.0,67.0,172.0
MISSION VIEJO,2018,0.0,0.0,0.0,27.0,27.0,0.0,27.0
MISSION VIEJO,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MISSION VIEJO,2020,0.0,0.0,0.0,42.0,3.0,4.0,38.0
MISSION VIEJO,2021,0.0,0.0,0.0,97.0,32.0,11.0,86.0
MISSION VIEJO,2022,23.0,5.0,0.0,211.0,99.0,22.0,189.0
MISSION VIEJO,2023,40.0,20.0,0.0,178.0,124.0,11.0,167.0
MISSION VIEJO,2024,40.0,12.0,0.0,246.0,215.0,20.0,226.0
MISSION VIEJO,2025,44.0,34.0,0.0,36.0,17.0,31.0,5.0
MODESTO,2018,1756.0,1756.0,0.0,213.0,188.0,93.0,120.0
MODESTO,2019,387.0,387.0,0.0,294.0,20.0,135.0,159.0
MODESTO,2020,1146.0,1130.0,0.0,876.0,257.0,275.0,601.0
MODESTO,2021,1565.0,712.0,0.0,399.0,302.0,290.0,109.0
MODESTO,2022,1385.0,832.0,0.0,712.0,651.0,125.0,587.0
MODESTO,2023,1277.0,1277.0,0.0,603.0,441.0,65.0,538.0
MODESTO,2024,2292.0,1393.0,0.0,431.0,266.0,236.0,195.0
MODESTO,2025,1292.0,538.0,0.0,782.0,367.0,422.0,360.0
MODOC COUNTY,2018,0.0,0.0,0.0,8.0,0.0,5.0,3.0
MODOC COUNTY,2019,0.0,0.0,0.0,5.0,0.0,5.0,0.0
MODOC COUNTY,2020,0.0,0.0,0.0,6.0,0.0,4.0,2.0
MODOC COUNTY,2021,0.0,0.0,0.0,8.0,0.0,7.0,1.0
MODOC COUNTY,2022,0.0,0.0,0.0,4.0,0.0,4.0,0.0
MODOC COUNTY,2023,0.0,0.0,0.0,10.0,0.0,8.0,2.0
MODOC COUNTY,2024,0.0,0.0,0.0,4.0,0.0,4.0,0.0
MODOC COUNTY,2025,11.0,0.0,0.0,11.0,0.0,10.0,1.0
MONO COUNTY,2018,27.0,27.0,0.0,27.0,19.0,20.0,7.0
MONO COUNTY,2019,22.0,22.0,0.0,17.0,0.0,14.0,3.0
MONO COUNTY,2020,9.0,9.0,0.0,12.0,0.0,5.0,7.0
MONO COUNTY,2021,17.0,17.0,0.0,17.0,0.0,10.0,7.0
MONO COUNTY,2022,9.0,8.0,0.0,10.0,1.0,0.0,10.0
MONO COUNTY,2023,22.0,11.0,0.0,24.0,15.0,11.0,13.0
MONO COUNTY,2024,41.0,17.0,0.0,35.0,27.0,31.0,4.0
MONO COUNTY,2025,21.0,10.0,0.0,32.0,16.0,26.0,6.0
MONROVIA,2018,472.0,468.0,0.0,26.0,18.0,0.0,26.0
MONROVIA,2019,1096.0,1091.0,0.0,18.0,272.0,0.0,18.0
MONROVIA,2020,61.0,56.0,0.0,186.0,20.0,13.0,173.0
MONROVIA,2021,67.0,59.0,0.0,79.0,30.0,0.0,79.0
MONROVIA,2022,105.0,98.0,0.0,735.0,189.0,25.0,710.0
MONROVIA,2023,84.0,62.0,0.0,332.0,73.0,0.0,332.0
MONROVIA,2024,76.0,42.0,0.0,78.0,504.0,31.0,47.0
MONROVIA,2025,278.0,274.0,0.0,60.0,48.0,19.0,41.0
MONTAGUE,2020,5.0,1.0,0.0,1.0,0.0,1.0,0.0
MONTAGUE,2021,1.0,1.0,0.0,1.0,0.0,1.0,0.0
MONTAGUE,2023,2.0,2.0,0.0,2.0,0.0,2.0,0.0
MONTAGUE,2024,9.0,9.0,0.0,2.0,2.0,2.0,0.0
MONTAGUE,2025,0.0,0.0,0.0,1.0,2.0,0.0,1.0
MONTCLAIR,2018,9.0,9.0,0.0,221.0,57.0,0.0,221.0
MONTCLAIR,2019,429.0,3.0,0.0,23.0,0.0,0.0,23.0
MONTCLAIR,2020,367.0,366.0,0.0,11.0,0.0,0.0,11.0
MONTCLAIR,2021,460.0,21.0,0.0,48.0,0.0,0.0,48.0
MONTCLAIR,2022,474.0,474.0,0.0,389.0,25.0,0.0,389.0
MONTCLAIR,2023,22.0,0.0,0.0,545.0,29.0,0.0,545.0
MONTCLAIR,2024,22.0,22.0,0.0,3.0,5.0,0.0,3.0
MONTCLAIR,2025,128.0,86.0,0.0,798.0,423.0,0.0,798.0
MONTE SERENO,2018,53.0,53.0,0.0,8.0,5.0,8.0,0.0
MONTE SERENO,2019,29.0,6.0,1.0,26.0,11.0,14.0,12.0
MONTE SERENO,2020,20.0,20.0,0.0,47.0,11.0,9.0,38.0
MONTE SERENO,2021,20.0,20.0,0.0,17.0,31.0,14.0,3.0
MONTE SERENO,2022,8.0,8.0,0.0,26.0,21.0,17.0,9.0
MONTE SERENO,2023,16.0,14.0,0.0,23.0,16.0,12.0,11.0
MONTE SERENO,2024,15.0,0.0,0.0,19.0,16.0,12.0,7.0
MONTE SERENO,2025,7.0,0.0,0.0,17.0,15.0,10.0,7.0
MONTEBELLO,2019,15.0,15.0,0.0,0.0,0.0,0.0,0.0
MONTEBELLO,2020,43.0,12.0,31.0,7.0,6.0,0.0,7.0
MONTEBELLO,2021,169.0,160.0,0.0,15.0,1.0,0.0,15.0
MONTEBELLO,2022,812.0,0.0,0.0,36.0,0.0,0.0,36.0
MONTEBELLO,2023,227.0,185.0,0.0,310.0,40.0,62.0,248.0
MONTEBELLO,2024,413.0,137.0,0.0,75.0,234.0,0.0,75.0
MONTEBELLO,2025,432.0,411.0,0.0,411.0,68.0,0.0,411.0
MONTEREY,2018,41.0,1.0,0.0,4.0,38.0,0.0,4.0
MONTEREY,2019,103.0,103.0,0.0,9.0,9.0,0.0,9.0
MONTEREY,2020,123.0,123.0,0.0,37.0,22.0,2.0,35.0
MONTEREY,2021,217.0,213.0,0.0,43.0,33.0,2.0,41.0
MONTEREY,2022,361.0,326.0,0.0,128.0,61.0,2.0,126.0
MONTEREY,2023,427.0,399.0,0.0,150.0,87.0,2.0,148.0
MONTEREY,2024,506.0,473.0,0.0,201.0,102.0,2.0,199.0
MONTEREY,2025,894.0,587.0,0.0,349.0,198.0,25.0,324.0
MONTEREY COUNTY,2018,80.0,77.0,3.0,234.0,344.0,4.0,230.0
MONTEREY COUNTY,2019,70.0,70.0,0.0,223.0,213.0,8.0,215.0
MONTEREY COUNTY,2020,0.0,0.0,0.0,276.0,184.0,176.0,100.0
MONTEREY COUNTY,2021,99.0,99.0,0.0,95.0,259.0,0.0,95.0
MONTEREY COUNTY,2022,13.0,7.0,0.0,186.0,57.0,65.0,121.0
MONTEREY COUNTY,2023,132.0,119.0,0.0,169.0,143.0,45.0,124.0
MONTEREY COUNTY,2024,327.0,0.0,0.0,165.0,141.0,44.0,121.0
MONTEREY COUNTY,2025,286.0,239.0,0.0,269.0,174.0,29.0,240.0
MONTEREY PARK,2018,22.0,22.0,0.0,1.0,1.0,0.0,1.0
MONTEREY PARK,2019,15.0,15.0,0.0,0.0,0.0,0.0,0.0
MONTEREY PARK,2020,18.0,18.0,0.0,0.0,0.0,0.0,0.0
MONTEREY PARK,2021,264.0,264.0,0.0,179.0,52.0,0.0,179.0
MONTEREY PARK,2022,264.0,264.0,0.0,245.0,245.0,0.0,245.0
MONTEREY PARK,2023,184.0,0.0,0.0,89.0,28.0,4.0,85.0
MONTEREY PARK,2024,618.0,89.0,0.0,227.0,154.0,9.0,218.0
MONTEREY PARK,2025,466.0,82.0,0.0,107.0,37.0,84.0,23.0
MOORPARK,2018,99.0,8.0,0.0,65.0,65.0,29.0,36.0
MOORPARK,2019,85.0,85.0,0.0,16.0,12.0,16.0,0.0
MOORPARK,2020,27.0,17.0,0.0,102.0,7.0,23.0,79.0
MOORPARK,2021,9.0,7.0,0.0,111.0,13.0,33.0,78.0
MOORPARK,2022,26.0,14.0,0.0,113.0,89.0,36.0,77.0
MOORPARK,2023,12.0,4.0,0.0,35.0,9.0,35.0,0.0
MOORPARK,2024,8.0,8.0,0.0,443.0,11.0,371.0,72.0
MOORPARK,2025,11.0,11.0,0.0,27.0,11.0,27.0,0.0
MORAGA,2018,4.0,4.0,0.0,35.0,9.0,1.0,34.0
MORAGA,2019,12.0,12.0,0.0,6.0,19.0,1.0,5.0
MORAGA,2020,4.0,3.0,1.0,14.0,36.0,4.0,10.0
MORAGA,2021,7.0,0.0,0.0,3.0,24.0,2.0,1.0
MORAGA,2022,159.0,0.0,0.0,5.0,3.0,5.0,0.0
MORAGA,2023,5.0,5.0,0.0,6.0,4.0,6.0,0.0
MORAGA,2024,122.0,73.0,0.0,4.0,3.0,4.0,0.0
MORAGA,2025,7.0,7.0,0.0,10.0,4.0,10.0,0.0
MORENO VALLEY,2018,316.0,0.0,0.0,550.0,425.0,135.0,415.0
MORENO VALLEY,2019,1479.0,1017.0,0.0,521.0,522.0,238.0,283.0
MORENO VALLEY,2020,862.0,424.0,0.0,600.0,217.0,386.0,214.0
MORENO VALLEY,2021,2561.0,440.0,0.0,692.0,452.0,249.0,443.0
MORENO VALLEY,2022,2364.0,960.0,0.0,519.0,422.0,207.0,312.0
MORENO VALLEY,2023,16242.0,111.0,0.0,1124.0,319.0,500.0,624.0
MORENO VALLEY,2024,1986.0,14.0,0.0,650.0,650.0,0.0,650.0
MORENO VALLEY,2025,5494.0,53.0,0.0,377.0,706.0,0.0,377.0
MORGAN HILL,2018,250.0,250.0,0.0,519.0,392.0,326.0,193.0
MORGAN HILL,2019,101.0,77.0,0.0,167.0,249.0,25.0,142.0
MORGAN HILL,2020,1222.0,105.0,0.0,44.0,472.0,6.0,38.0
MORGAN HILL,2021,307.0,72.0,0.0,104.0,57.0,22.0,82.0
MORGAN HILL,2022,367.0,122.0,0.0,933.0,56.0,829.0,104.0
MORGAN HILL,2023,65.0,50.0,0.0,134.0,106.0,32.0,102.0
MORGAN HILL,2024,842.0,275.0,0.0,197.0,61.0,23.0,174.0
MORGAN HILL,2025,467.0,467.0,0.0,329.0,35.0,97.0,232.0
MORRO BAY,2018,26.0,24.0,2.0,40.0,2.0,2.0,38.0
MORRO BAY,2019,24.0,24.0,0.0,76.0,27.0,4.0,72.0
MORRO BAY,2020,0.0,0.0,0.0,75.0,57.0,11.0,64.0
MORRO BAY,2021,70.0,28.0,0.0,81.0,4.0,44.0,37.0
MORRO BAY,2022,91.0,90.0,0.0,97.0,7.0,49.0,48.0
MORRO BAY,2023,23.0,6.0,0.0,25.0,14.0,8.0,17.0
MORRO BAY,2024,26.0,25.0,0.0,32.0,59.0,8.0,24.0
MORRO BAY,2025,23.0,0.0,0.0,30.0,25.0,9.0,21.0
MOUNT SHASTA,2018,0.0,0.0,0.0,1.0,1.0,0.0,1.0
MOUNT SHASTA,2019,2.0,2.0,0.0,4.0,4.0,2.0,2.0
MOUNT SHASTA,2020,7.0,0.0,0.0,3.0,3.0,1.0,2.0
MOUNT SHASTA,2021,2.0,0.0,0.0,4.0,2.0,0.0,4.0
MOUNT SHASTA,2022,4.0,4.0,0.0,4.0,4.0,0.0,4.0
MOUNT SHASTA,2023,0.0,0.0,0.0,8.0,8.0,2.0,6.0
MOUNTAIN VIEW,2018,936.0,131.0,0.0,330.0,546.0,10.0,320.0
MOUNTAIN VIEW,2019,1564.0,1564.0,0.0,294.0,352.0,61.0,233.0
MOUNTAIN VIEW,2020,989.0,989.0,0.0,1489.0,1239.0,105.0,1384.0
MOUNTAIN VIEW,2021,1227.0,782.0,0.0,51.0,370.0,0.0,51.0
MOUNTAIN VIEW,2022,2715.0,553.0,0.0,1226.0,602.0,174.0,1052.0
MOUNTAIN VIEW,2023,608.0,262.0,0.0,2354.0,1581.0,436.0,1918.0
MOUNTAIN VIEW,2024,4072.0,1032.0,0.0,301.0,224.0,220.0,81.0
MOUNTAIN VIEW,2025,1685.0,223.0,0.0,388.0,1363.0,78.0,310.0
MURRIETA,2018,436.0,83.0,0.0,245.0,0.0,0.0,245.0
MURRIETA,2019,0.0,0.0,0.0,230.0,483.0,0.0,230.0
MURRIETA,2020,246.0,0.0,0.0,236.0,240.0,0.0,236.0
MURRIETA,2021,200.0,200.0,0.0,161.0,158.0,0.0,161.0
MURRIETA,2022,902.0,0.0,0.0,738.0,65.0,0.0,738.0
MURRIETA,2023,1580.0,1580.0,0.0,938.0,0.0,258.0,680.0
MURRIETA,2024,384.0,0.0,0.0,597.0,561.0,0.0,597.0
MURRIETA,2025,296.0,0.0,0.0,1866.0,462.0,591.0,1275.0
NAPA,2018,104.0,84.0,0.0,591.0,51.0,68.0,523.0
NAPA,2019,132.0,38.0,0.0,160.0,68.0,68.0,92.0
NAPA,2020,351.0,339.0,0.0,139.0,17.0,95.0,44.0
NAPA,2021,128.0,127.0,0.0,211.0,0.0,90.0,121.0
NAPA,2022,150.0,54.0,0.0,468.0,0.0,126.0,342.0
NAPA,2023,236.0,148.0,0.0,141.0,134.0,61.0,80.0
NAPA,2024,167.0,100.0,0.0,185.0,0.0,62.0,123.0
NAPA,2025,68.0,33.0,0.0,164.0,203.0,61.0,103.0
NAPA COUNTY,2018,34.0,15.0,0.0,31.0,3.0,9.0,22.0
NAPA COUNTY,2019,6.0,0.0,6.0,23.0,0.0,6.0,17.0
NAPA COUNTY,2020,19.0,0.0,0.0,18.0,0.0,8.0,10.0
NAPA COUNTY,2021,39.0,17.0,0.0,26.0,29.0,13.0,13.0
NAPA COUNTY,2022,67.0,12.0,0.0,24.0,20.0,13.0,11.0
NAPA COUNTY,2023,33.0,32.0,0.0,38.0,25.0,19.0,19.0
NAPA COUNTY,2024,50.0,0.0,0.0,39.0,38.0,14.0,25.0
NAPA COUNTY,2025,156.0,2.0,0.0,58.0,82.0,21.0,37.0
NATIONAL CITY,2018,60.0,60.0,0.0,60.0,1.0,0.0,60.0
NATIONAL CITY,2019,166.0,166.0,0.0,166.0,1.0,0.0,166.0
NATIONAL CITY,2020,13.0,13.0,0.0,324.0,10.0,138.0,186.0
NATIONAL CITY,2021,35.0,35.0,0.0,83.0,139.0,11.0,72.0
NATIONAL CITY,2022,290.0,162.0,0.0,305.0,53.0,174.0,131.0
NATIONAL CITY,2023,382.0,0.0,0.0,66.0,196.0,49.0,17.0
NATIONAL CITY,2024,341.0,0.0,0.0,204.0,158.0,131.0,73.0
NATIONAL CITY,2025,294.0,0.0,0.0,51.0,234.0,49.0,2.0
NEEDLES,2018,2.0,1.0,1.0,1.0,1.0,0.0,1.0
NEEDLES,2019,5.0,5.0,0.0,2.0,2.0,2.0,0.0
NEEDLES,2020,5.0,5.0,0.0,4.0,1.0,4.0,0.0
NEEDLES,2021,1.0,0.0,0.0,1.0,0.0,0.0,1.0
NEEDLES,2022,79.0,2.0,0.0,2.0,0.0,1.0,1.0
NEEDLES,2023,38.0,6.0,0.0,7.0,1.0,3.0,4.0
NEEDLES,2024,6.0,6.0,0.0,5.0,0.0,3.0,2.0
NEEDLES,2025,1.0,1.0,0.0,1.0,1.0,0.0,1.0
NEVADA CITY,2018,4.0,0.0,4.0,3.0,1.0,2.0,1.0
NEVADA CITY,2019,11.0,0.0,11.0,6.0,2.0,1.0,5.0
NEVADA CITY,2020,136.0,0.0,0.0,8.0,3.0,1.0,7.0
NEVADA CITY,2021,136.0,0.0,0.0,61.0,6.0,50.0,11.0
NEVADA CITY,2022,143.0,7.0,0.0,63.0,56.0,51.0,12.0
NEVADA CITY,2023,10.0,0.0,0.0,15.0,6.0,0.0,15.0
NEVADA CITY,2024,9.0,8.0,0.0,20.0,11.0,3.0,17.0
NEVADA CITY,2025,7.0,7.0,0.0,7.0,0.0,0.0,7.0
NEVADA COUNTY,2018,31.0,31.0,0.0,140.0,0.0,72.0,68.0
NEVADA COUNTY,2019,0.0,0.0,0.0,0.0,102.0,0.0,0.0
NEVADA COUNTY,2020,0.0,0.0,0.0,0.0,138.0,0.0,0.0
NEVADA COUNTY,2021,0.0,0.0,0.0,0.0,131.0,0.0,0.0
NEVADA COUNTY,2022,38.0,38.0,0.0,112.0,108.0,70.0,42.0
NEVADA COUNTY,2023,0.0,0.0,0.0,111.0,112.0,72.0,39.0
NEVADA COUNTY,2024,0.0,0.0,0.0,84.0,98.0,50.0,34.0
NEVADA COUNTY,2025,0.0,0.0,0.0,76.0,132.0,46.0,30.0
NEWARK,2018,159.0,0.0,159.0,460.0,442.0,0.0,460.0
NEWARK,2019,701.0,692.0,9.0,279.0,329.0,0.0,279.0
NEWARK,2020,4.0,4.0,0.0,284.0,8.0,0.0,284.0
NEWARK,2021,402.0,402.0,0.0,411.0,167.0,0.0,411.0
NEWARK,2022,370.0,370.0,0.0,329.0,448.0,124.0,205.0
NEWARK,2023,206.0,206.0,0.0,91.0,210.0,0.0,91.0
NEWARK,2024,162.0,162.0,0.0,205.0,376.0,125.0,80.0
NEWARK,2025,547.0,288.0,0.0,139.0,53.0,30.0,109.0
NEWMAN,2018,51.0,51.0,0.0,51.0,31.0,2.0,49.0
NEWMAN,2019,3.0,0.0,3.0,0.0,0.0,0.0,0.0
NEWMAN,2020,2.0,0.0,0.0,2.0,0.0,2.0,0.0
NEWMAN,2021,7.0,7.0,0.0,4.0,0.0,4.0,0.0
NEWMAN,2022,12.0,12.0,0.0,8.0,0.0,8.0,0.0
NEWMAN,2023,46.0,46.0,0.0,43.0,4.0,43.0,0.0
NEWMAN,2024,21.0,21.0,0.0,19.0,46.0,10.0,9.0
NEWMAN,2025,10.0,10.0,0.0,8.0,8.0,5.0,3.0
NEWPORT BEACH,2018,133.0,123.0,0.0,498.0,4.0,92.0,406.0
NEWPORT BEACH,2019,496.0,0.0,0.0,26.0,262.0,3.0,23.0
NEWPORT BEACH,2020,899.0,11.0,0.0,109.0,9.0,8.0,101.0
NEWPORT BEACH,2021,0.0,0.0,0.0,80.0,30.0,44.0,36.0
NEWPORT BEACH,2022,1735.0,0.0,0.0,41.0,36.0,34.0,7.0
NEWPORT BEACH,2023,816.0,0.0,0.0,43.0,56.0,42.0,1.0
NEWPORT BEACH,2024,2000.0,0.0,0.0,89.0,48.0,56.0,33.0
NEWPORT BEACH,2025,1701.0,0.0,0.0,129.0,57.0,63.0,66.0
NORCO,2019,5.0,5.0,0.0,5.0,2.0,0.0,5.0
NORCO,2020,395.0,0.0,0.0,4.0,0.0,0.0,4.0
NORCO,2022,582.0,24.0,0.0,19.0,12.0,0.0,19.0
NORCO,2023,42.0,19.0,0.0,40.0,17.0,26.0,14.0
NORCO,2024,29.0,29.0,0.0,29.0,29.0,0.0,29.0
NORCO,2025,354.0,1.0,0.0,73.0,73.0,0.0,73.0
NORWALK,2018,54.0,3.0,0.0,38.0,3.0,6.0,32.0
NORWALK,2019,243.0,20.0,223.0,74.0,41.0,32.0,42.0
NORWALK,2020,305.0,40.0,0.0,195.0,62.0,65.0,130.0
NORWALK,2021,402.0,40.0,0.0,345.0,124.0,205.0,140.0
NORWALK,2022,410.0,0.0,0.0,97.0,0.0,97.0,0.0
NORWALK,2023,389.0,212.0,0.0,58.0,1.0,0.0,58.0
NORWALK,2024,286.0,286.0,0.0,482.0,0.0,140.0,342.0
NORWALK,2025,273.0,40.0,0.0,123.0,31.0,18.0,105.0
NOVATO,2018,210.0,107.0,0.0,62.0,7.0,54.0,8.0
NOVATO,2019,178.0,178.0,0.0,124.0,9.0,21.0,103.0
NOVATO,2020,127.0,131.0,0.0,30.0,146.0,18.0,12.0
